Id,Name,pagesNumber,RatingDistTotal,Publisher,CountsOfReview,PublishYear,Language,Authors,Rating
12602,The Heart of the Story: Eudora Weltya (TM)S Short Fiction,312,total:1,University Press of Mississippi,0,1991,,Peter Schmidt,5
12606,Country Churchyards,111,total:54,University Press of Mississippi,10,2000,,Eudora Welty,4.19
12609,"The Spirit Catches You and You Fall Down: A Hmong Child, Her American Doctors, and the Collision of Two Cultures",341,total:64790,Noonday Press,4244,1998,eng,Anne Fadiman,4.17
12612,Hegemony or Survival: America's Quest for Global Dominance,301,total:11981,Holt McDougal,348,2004,eng,Noam Chomsky,3.97
12613,Failed States: The Abuse of Power and the Assault on Democracy,320,total:4843,Metropolitan Books/Henry Holt & Co. (NYC),6,2006,,Noam Chomsky,3.99
12614,The Chomsky-Foucault Debate: On Human Nature,213,total:2273,The New Press,117,2006,eng,Noam Chomsky,3.95
12615,Media Control: The Spectacular Achievements of Propaganda,103,total:5733,Seven Stories Press,328,2002,eng,Noam Chomsky,4.02
12616,11 de Septiembre,144,total:3468,Siete Cuentos,2,2002,spa,Noam Chomsky,3.73
12618,On Anarchism,256,total:5590,AK Press,202,2005,eng,Noam Chomsky,3.93
12619,Government in the Future,80,total:547,Seven Stories Press,39,2005,,Noam Chomsky,3.88
12620,The Chomsky Reader,492,total:1789,Serpent's Tail,38,1988,eng,Noam Chomsky,3.99
12621,Understanding Power: The Indispensable Chomsky,416,total:6408,Vintage,18,2003,,Noam Chomsky,4.41
12622,Language and Mind,190,total:1016,Cambridge University Press,31,2006,eng,Noam Chomsky,3.86
12623,Perilous Power: The Middle East & US Foreign Policy,242,total:402,Routledge,16,2006,en-GB,Noam Chomsky,4.04
12624,Propaganda and Control of the Public Mind,0,total:868,AK Press,9,2001,,Noam Chomsky,4.05
12627,What Uncle Sam Really Wants,111,total:2099,Odonian Press,132,1992,eng,Noam Chomsky,3.99
12628,The Anti-Chomsky Reader,240,total:113,Encounter Books,16,2004,,Peter Collier,3.32
12629,Rogue States: The Rule of Force in World Affairs,254,total:928,South End Press,24,2000,,Noam Chomsky,3.84
12630,Imperial Ambitions: Conversations on the Post-9/11 World,226,total:1909,Metropolitan Books/Henry Holt & Co. (NY),91,2005,eng,Noam Chomsky,3.97
12631,On MisEducation (Critical Perspectives),199,total:355,Rowman & Littlefield Publishers,20,2004,eng,Noam Chomsky,3.77
12632,The New Grammarians' Funeral: A Critique of Noam Chomsky's Linguistics,204,total:4,Cambridge University Press,0,1978,,Ian   Robinson,4.75
12633,Modern Linguistics: The Results of Chomsky's Revolution,336,total:10,Penguin Books,0,1991,,Neilson Voyne Smith,3.6
12634,The Chomsky Update: Linguistics and Politics,238,total:5,Allen & Unwin Australia,0,1990,,Raphael Salkie,3.8
12635,Barriers,114,total:18,MIT Press,0,1986,,Noam Chomsky,3.44
12636,The Logical Structure of Linguistic Theory,592,total:46,University of Chicago Press,1,1985,,Noam Chomsky,4.13
12637,Cartesian Linguistics: A Chapter in the History of Rationalist Thought,256,total:131,Cybereditions,11,2003,,Noam Chomsky,3.64
12638,The Second Linguistic Turn: Chomsky and the Philosophy of Language,220,total:0,Peter Lang Publishing,0,1996,,Amitabha Das Gupta,0
12639,The Minimalist Program,426,total:110,MIT Press,6,1995,,Noam Chomsky,3.79
12640,Current Issues in Linguistic Theory,119,total:16,Walter de Gruyter,0,1988,,Noam Chomsky,3.5
12641,Some Concepts and Consequences of the Theory of Government and Binding,110,total:6,MIT Press (MA),0,1982,,Noam Chomsky,3.83
12645,Aspects of the Theory of Syntax,261,total:306,"MIT Press (Cambridge, MA)",10,1969,eng,Noam Chomsky,3.96
12646,"On Democracy & Education (Social Theory, Education & Cultural Change)",480,total:91,Routledge Falmer,5,2002,en-US,Noam Chomsky,3.96
12648,"Cat Breaking Free (Joe Grey, #11)",375,total:657,Avon,21,2006,eng,Shirley Rousseau Murphy,4.22
12650,"Cat Cross Their Graves (Joe Grey, #10)",385,total:644,Avon,30,2005,eng,Shirley Rousseau Murphy,4.32
12651,The Social Contract,168,total:34415,Penguin,455,2006,eng,Jean-Jacques Rousseau,3.77
12652,"Cat in the Dark (Joe Grey, #4)",320,total:893,Avon,37,1999,en-US,Shirley Rousseau Murphy,4.25
12653,The Discourses & Other Early Political Writings (Texts in the History of Political Thought),485,total:812,Cambridge University Press,8,1997,,Jean-Jacques Rousseau,4.04
12655,Cat Pay the Devil (Joe Grey #12),295,total:583,William Morrow,3,2007,,Shirley Rousseau Murphy,4.23
12656,Mexico,0,total:4161,Random House Value Publishing,0,1995,,James A. Michener,3.73
12657,The Source,1080,total:37855,"Random House, Inc.",1159,2002,eng,James A. Michener,4.3
12658,Hawaii,1136,total:69542,Dial Press Trade Paperback,1400,2002,eng,James A. Michener,4.2
12659,Texas,1472,total:16610,Dial Press Trade Paperback,314,2002,,James A. Michener,4.09
12660,Caribbean,0,total:5732,Random House Value Publishing,0,1991,,James A. Michener,3.93
12661,Chesapeake,1024,total:21674,Dial Press,670,2003,eng,James A. Michener,4.18
12662,Caravans,320,total:6417,Dial Press Trade Paperback,401,2003,eng,James A. Michener,4.05
12664,Iberia,960,total:2480,Fawcett Crest Books,154,1984,eng,James A. Michener,3.71
12665,Centennial,1086,total:38219,Fawcett Books,13,1989,eng,James A. Michener,4.24
12666,Alaska/Texas/Chesapeake,0,total:11,Random House Audio,0,2001,,James A. Michener,4.64
12670,A People's History of the Supreme Court: The Men and Women Whose Cases and Decisions Have Shaped Our Constitution,588,total:1116,Penguin,86,2006,,Peter Irons,4.05
12672,The Gault Case: Legal Rights for Young People,128,total:0,Enslow Publishers,0,2000,,Thomas J. Billitteri,0
12673,"Opinions of the judges of the Supreme court of Michigan, in the case of the people ex rel. the Detroit and Howell railroad company vs. the Township board ... term, A.D. 1870, at Detroit. By authority.",58,total:0,"Scholarly Publishing Office, University of Michigan Library",0,2005,,Michigan Supreme Court,0
12674,We the People: The Fourteenth Amendment and the Supreme Court,285,total:1,Oxford University Press,0,1999,,Michael J. Perry,3
12675,Courting Disaster: How the Supreme Court Is Usurping the Power of Congress and the People,240,total:31,Thomas Nelson,3,2004,,Pat Robertson,3.71
12676,"Carrie (Biblioteca de Stephen King. 102, 8)",288,total:489313,Plaza y Janes,3,2001,spa,Stephen King,3.96
12686,Marley & Me: Life and Love with the World's Worst Dog,306,total:431997,William Morrow,158,2006,en-US,John Grogan,4.13
12688,Marley and Me: The Real Bob Marley Story,256,total:151,Barricade Books,16,1995,,Don Taylor,3.84
12689,Marley and Me: The Real Story,316,total:151,LMH Publishers,0,2001,,Don Taylor,3.84
12690,Tails of Devotion: A Look at the Bond Between People and Their Pets,151,total:10,Tails of Devotion,2,2005,,Emily Scott Pottruck,3.7
12691,Marley and Me: Life and Love With the World's Worst Dog,291,total:431997,William Morrow; 1ST edition,12160,2005,eng,John Grogan,4.13
12694,Antonio Buero Vallejo: A Dreamer for the People,191,total:91,Aris & Phillips,0,1994,,Antonio Buero,3.51
12695,Buero Vallejo: El Concierto de San Ovidio,113,total:95,Foyles,0,1990,,David Johnston,3.61
12696,Distancia E Inmersión En El Teatro De Buero Vallejo,112,total:0,"Peter Lang Gmbh, Internationaler Verlag Der Wissenschaften",0,1992,,Mary K. Rice,0
12698,"The Theatre of Antonio Buero Vallejo: Ideology, Politics and Censorship",328,total:0,Tamesis Books,0,2005,,Catherine O'Leary,0
12701,En la ardiente oscuridad,112,total:504,Stockcero,10,2004,,Antonio Buero Vallejo,3.87
12706,Diccionario del Espanol Actual,4638,total:0,Santillana USA Publishing Company,0,2000,,Manuel Seco,0
12711,Diccionario Abreviado del Español Actual,1846,total:0,Aguilar,0,2008,,Manuel Seco,0
12712,Brodie's notes on Aldous Huxley's brave new world,71,total:0,Macmillan,0,1992,eng,Graham Handley,0
12718,Thirteen O’Clock,277,total:2,Doubleday Books,0,1984,,Thurston Clarke,2.5
12721,"The Clockwork Testament, Or, Enderby's End",161,total:246,McGraw-Hill Companies,18,1984,,Anthony Burgess,3.62
12722,The Moon Is Down,144,total:19350,Penguin Classics,1010,2000,eng,John Steinbeck,3.9
12723,Ride the Moon Down,576,total:228,Bantam,4,1999,en-US,Terry C. Johnston,4.15
12724,"Drawing Down the Moon: Witches, Druids, Goddess-Worshippers, and Other Pagans in America",672,total:7083,Penguin Books,212,2006,eng,Margot Adler,4.02
12725,Sing Down the Moon,124,total:7010,Laurel Leaf Library,356,1997,eng,Scott O'Dell,3.74
12728,A Guide for Using Sing Down the Moon in the Classroom,48,total:1,Teacher Created Resources,0,1998,,Mari Lu Robbins,5
12729,When Moon Fell Down,32,total:89,HarperCollins Publishers,16,2001,,Linda    Smith,3.54
12735,Reading Faulkner: Light in August : Glossary and Commentary (Reading Faulkner),324,total:8,University Press of Mississippi,1,1994,,Hugh Ruppersburg,4.38
12736,Cliffsnotes on Faulkner's Light in August (Cliffs Notes),68,total:5,Cliffs Notes,0,1964,,James Lamar Roberts,3.6
12738,The Transit of Venus,352,total:2091,Virago,279,1995,eng,Shirley Hazzard,3.89
12739,Venus in Transit,232,total:28,Princeton University Press,0,2004,,Eli Maor,3.89
12740,The Transits of Venus,407,total:10,Prometheus Books,1,2004,,William Sheehan,3.9
12741,Transit of Venus,224,total:28,"Orion Publishing Group, Limited",1,2004,,Peter Aughton,3.68
12744,The Transit Of Venus: The Quest To Find The True Distance Of The Sun,222,total:1,Magavelda Press,0,2001,,David Sellers,3
12746,Kingsblood Royal,352,total:649,Modern Library,11,2001,en-US,Sinclair Lewis,3.98
12747,The Book and the Brotherhood,624,total:831,Penguin Books,55,1989,,Iris Murdoch,3.96
12749,"Swann's Way (In Search of Lost Time, #1)",492,total:41760,Penguin Classics,1788,2004,eng,Marcel Proust,4.14
12753,"Swann's Way (Remembrance of Things Past, #1)",466,total:41760,Barnes & Noble Books,9,2005,en-US,Marcel Proust,4.14
12758,An Introduction to the Music of Milton Babbitt,264,total:3,Princeton University Press,0,1994,,Andrew Washburn Mead,3.33
12759,The Search for Delicious,176,total:3592,"Farrar, Straus and Giroux (BYR)",282,2005,,Natalie Babbitt,3.94
12761,The Collected Essays,536,total:7,Princeton University Press,0,2003,,Milton Babbitt,4.71
12762,25 Years of the Ironman Triathlon World Championship,200,total:5,Meyer & Meyer Sport,0,2002,,Bob Babbitt,4.8
12763,Cities in the Wilderness: A New Vision of Land Use in America,224,total:76,Island Press,9,2005,,Bruce Babbitt,3.76
12767,The Lady of the Lake,276,total:1236,Cosimo Classics,52,2005,,Walter Scott,3.86
12768,"Gilda Joyce: The Ladies of the Lake (Gilda Joyce, #2)",339,total:2371,Dutton Children's Books,187,2006,,Jennifer Allison,4.12
12769,Lady of the Lake,304,total:75,Harlequin Historical,6,1997,eng,Elizabeth Mayne,3.27
12770,A Kiss Before Dying,242,total:8851,Carroll & Graf Publishers,563,2003,eng,Ira Levin,3.94
12771,"A Kiss Before Dying (Sweet Valley High, #122)",197,total:283,Bantam,7,1996,eng,Francine Pascal,3.67
12774,Things Fall Apart (SparkNotes Literature Guide),72,total:272330,SparkNotes,0,2002,,Chinua Achebe,3.66
12775,When Things Fall Apart: Heartfelt Advice for Hard Times,193,total:32475,Element Books,26,2017,,Pema Chödrön,4.3
12776,Cliffs Notes on Achebe's Things Fall Apart,128,total:20,Cliffs Notes,0,2001,eng,John Chua,3.8
12777,Things Fall Apart and Related Readings (Literature Connections),222,total:272330,,29,1996,,Chinua Achebe,3.66
12779,Things Fall Apart (MAXNotes Literature Guides),160,total:7,Research  Education Association,0,1999,,Sara Talis O'Brien,4
12780,Waiting,320,total:18868,Vintage,33,2000,,Ha Jin,3.51
12783,The Satanic Verses,560,total:51442,Penguin Books Ltd,0,1988,eng,Salman Rushdie,3.71
12786,The City of Falling Angels,414,total:14397,Penguin Books,1504,2006,eng,John Berendt,3.54
12787,Falling Angel,302,total:3492,Millipede Press,225,2006,eng,William Hjortsberg,3.92
12789,Falling Angels (Luc Actar #1),216,total:4,iUniverse,1,2006,eng,Melissa M. Garcia,4.75
12793,The Collaborator: The Trial and Execution of Robert Brasillach,308,total:94,University of Chicago Press,15,2001,eng,Alice Kaplan,3.9
12795,The Director as Collaborator,177,total:4,Routledge,1,2005,,Robert Knopf,3.5
12796,Sex Crimes: Ten Years on the Front Lines Prosecuting Rapists and Confronting Their Collaborators,304,total:112,Holt Paperbacks,7,1994,,Alice Vachss,4.12
12797,Dear Friend: Collaborators on the Underground Railroad,128,total:3,Dutton Juvenile,1,1997,,Judy Bentley,4.33
12798,"Women, Men, and Spiritual Power: Female Saints and Their Male Collaborators",354,total:5,Columbia University Press,1,2006,,John W. Coakley,3.8
12799,Collaborators,129,total:29,Graywolf Press,8,1993,,Janet Kauffman,3.66
12801,Napoleon and His Collaborators: The Making of a Dictatorship,304,total:30,W. W. Norton  Company,3,2002,,Isser Woloch,3.47
12802,How To Write With A Collaborator,180,total:1,iUniverse,0,2004,,Hal Zina Bennett,5
12805,Chaos Theory and James Joyce's Everyman,232,total:3,University Press of Florida,0,1999,,Peter Francis Mackey,4.33
12806,The Crazed,336,total:2104,Vintage,19,2004,,Ha Jin,3.5
12811,With Their Backs to the World: Portraits from Serbia,340,total:737,Basic Books,52,2006,,Åsne Seierstad,3.81
12812,Chickenhawk: Back in the World Again: Life After Vietnam,400,total:302,Penguin Books,17,1994,eng,Robert Mason,4.09
12814,Dinosaurs: Back in Time,32,total:1,Child's World,0,1990,,Jane Belk Moncure,3
12816,Journeying Back to the World: Poems,88,total:0,University of Missouri Press,0,1975,,R.K. Meiners,0
12817,Nuns and Soldiers,512,total:610,Penguin Classics,36,2002,eng,Iris Murdoch,3.92
12819,The Green Knight,480,total:1325,Penguin Books,93,1995,,Iris Murdoch,3.85
12820,Sir Gawain And The Green Knight,120,total:332,Walker,5,2004,eng,Michael Morpurgo,3.94
12822,Cliffs Notes on Wiesel's Night,80,total:5,Cliffs Notes,1,1996,eng,Maryam Riess,3.4
12823,"The Night Trilogy: Night, Dawn, the Accident",318,total:3740,Hill and Wang,258,1987,eng,Elie Wiesel,4.29
12824,Night / Dawn / Day,320,total:3740,Jason Aronson,9,1977,,Elie Wiesel,4.29
12826,Night: With Related Readings,152,total:55,EMC/Paradigm Publishing,2,2003,,Elie Wiesel,4.16
12827,Strong Motion,528,total:5010,Fourth Estate (GB),280,2007,eng,Jonathan Franzen,3.52
12828,How to Be Alone,306,total:10646,Harper Perennial,34,2007,eng,Jonathan Franzen,3.59
12829,The Twenty-Seventh City,528,total:4195,Picador USA,336,2001,eng,Jonathan Franzen,3.12
12830,Gödel's Theorem: An Incomplete Guide to Its Use and Abuse,182,total:113,AK Peters,15,2005,,Torkel Franzén,3.9
12832,Hearing from Wayne: And Other Stories,144,total:8,HarperCollins Publishers,2,1989,,Bill Franzen,3.62
12833,Bookclub in a Box Discusses the Novel The Corrections,80,total:28,Bookclub-In-A-Box,3,2006,,Marilyn Herbert,3.82
12834,Exploring the World of Lucid Dreaming,292,total:2571,Ballantine Books,2,1997,,Stephen LaBerge,4.21
12835,Being-in-Dreaming: An Initiation into the Sorcerers' World,320,total:326,HarperOne,18,1992,,Florinda Donner,4.06
12836,Being-In-Dreaming: An Initiation Into the Sorcerer's World,272,total:326,HarperOne,1,1991,,Florinda Donner,4.06
12838,The Teachings of Don Juan: A Yaqui Way of Knowledge,215,total:35946,University of California Press,3,1998,,Carlos Castañeda,3.94
12839,A Separate Reality,272,total:15743,Washington Square Press,216,1991,,Carlos Castañeda,4.08
12840,Second Ring of Power,328,total:3114,Washington Square Press,34,1991,en-US,Carlos Castañeda,4.03
12841,The Active Side of Infinity,288,total:2188,Harper Perennial,71,1999,eng,Carlos Castañeda,4.17
12842,Journey to Ixtlan,272,total:10115,Washington Square Press,260,1991,eng,Carlos Castañeda,4.12
12843,The Wheel of Time: The Shamans of Mexico Their Thoughts About Life Death & the Universe,304,total:1143,Washington Square Press,37,2001,eng,Carlos Castañeda,4.03
12844,Power of Silence,288,total:2611,Washington Square Press,54,1991,eng,Carlos Castañeda,4.22
12845,Tales of Power,304,total:5221,Washington Square Press,91,1991,en-US,Carlos Castañeda,4.13
12846,Fire from Within,304,total:2858,Washington Square Press,67,1991,en-US,Carlos Castañeda,4.14
12847,The Art of Dreaming,260,total:4177,Element,98,2004,eng,Carlos Castañeda,4.1
12848,Spiritwalker: Messages from the Future,400,total:475,Bantam,37,1996,,Hank Wesselman,4.15
12850,Someone Else's House: America's Unfinished Struggle For Integration,624,total:11,Basic Books,3,2000,,Tamar Jacoby,2.91
12851,The Best Stories of Fyodor Dostoevsky,352,total:3216,Modern Library,6,2005,eng,Fyodor Dostoyevsky,4.25
12852,The Best Short Stories,320,total:3216,Modern Library,91,2001,eng,Fyodor Dostoyevsky,4.25
12855,Great Short Works of Fyodor Dostoevsky,768,total:1439,Harper Perennial Modern Classics,29,2004,eng,Fyodor Dostoyevsky,4.42
12857,The Gambler,188,total:49689,Modern Library,917,2003,eng,Fyodor Dostoyevsky,3.89
12858,The Christian Mind: How Should a Christian Think?,224,total:333,Regent College Publishing,33,2005,,Harry  Blamires,4.14
12859,Celtic Tree Mysteries: Practical Druid Magic & Divination,278,total:197,Llewellyn Publications,5,2002,en-US,Steve Blamires,3.92
12860,The Post-Christian Mind,176,total:35,Regent College Publishing,4,2004,,Harry  Blamires,3.71
12861,New Town: A Fable...Unless You Believe,174,total:45,Fleming H. Revell Company,7,2005,,Harry  Blamires,3.02
12862,Woman Defamed and Woman Defended: An Anthology of Medieval Texts,352,total:70,Clarendon Press,4,1992,,Alcuin Blamires,3.94
12863,The New Bloomsday Book: A Guide Through Ulysses,272,total:1177,Routledge,4,1996,,Harry Blamires,3.97
12865,On Christian Truth,152,total:5,Regent College Publishing,1,2005,,Harry  Blamires,3.8
12867,Wild at Heart,160,total:1138,Grove Press,75,1996,,Barry Gifford,3.79
12869,Clark Gifford's Body,288,total:88,NYRB Classics,10,2006,,Kenneth Fearing,3.52
12870,The Kingfisher Soccer Encyclopedia,144,total:25,Kingfisher,0,2006,,Clive Gifford,4.12
12871,Ledyard: In Search of the First American Explorer,352,total:49,Houghton Mifflin Harcourt,6,2007,,Bill Gifford,3.69
